,Season,Date,Guests
2020,S13E11,2015-09-22,"Taraji P. Henson, Lea Michele, James Taylor"
2021,S13E12,2015-09-23,"Portia de Rossi, Courtney 'Dytto' Kelly, Duran Duran and Janelle Monae"
2022,S13E13,2015-09-24,"Viola Davis, Zachary Levi"
2023,S13E14,2015-09-25,"Wanda Sykes, David Arquette"
2024,S13E15,2015-09-28,"Claire Danes, Allison Holker and Andy Grammer"
2025,S13E16,2015-09-29,"Matt Damon, Natasha Lyonne"
2026,S13E17,2015-09-30,"Kim Kardashian West, Tracee Ellis Ross, Jake Owen"
2027,S13E18,2015-10-01,"Jason Segel, Don Henley"
2028,S13E19,2015-10-02,The Lovable Lena Dunham
2029,S13E20,2015-10-05,"Nathan Lane, Trai Byers, Rita Ora"
2030,S13E21,2015-10-06,"Cate Blanchett, Max Greenfield"
2031,S13E22,2015-10-07,"Julianne Moore, Usain Bolt, Thomas Rhett"
2032,S13E23,2015-10-08,"Chelsea Clinton, Matt Bomer, The Band Perry"
2033,S13E24,2015-10-09,"Selena Gomez, Taye Diggs"
2034,S13E25,2015-10-12,"Kate Winslet, Pharrell Williams"
2035,S13E26,2015-10-13,"Steve Carell, Sienna Miller, Rob Thomas"
2036,S13E27,2015-10-14,"Justin Theroux, Meghan Trainor"
2037,S13E28,2015-10-15,"Sen. Bernie Sanders, Shaping Sound Dance Company"
2038,S13E29,2015-10-16,"Ellen Page, Brett Eldredge"
2039,S13E30,2015-10-19,"Bradley Cooper, Melissa Benoist, Gary Clark Jr."
2040,S13E31,2015-10-20,"James Corden, Florence and the Machine"
2041,S13E32,2015-10-21,"Sarah Silverman, Morris Chestnut, Of Monsters and Men"
2042,S13E33,2015-10-22,"Mark Wahlberg, Nick Jonas"
2043,S13E34,2015-10-23,"Oprah Winfrey, 5 Seconds of Summer"
2044,S13E35,2015-10-26,"Anthony Anderson, Gwen Stefani, Bindi Irwin & Derek Hough"
2045,S13E36,2015-10-27,"Carrie Underwood, Will Forte"
2046,S13E37,2015-10-28,"Heidi Klum, Trevor Noah"
2047,S13E38,2015-10-29,"Sandra Bullock, Billy Bob Thornton, Anthony Mackie"
2048,S13E39,2015-10-30,"Josh Duhamel, Ariana Grande"
2049,S13E40,2015-11-02,"David Spade, Giada De Laurentiis, Brett Eldredge"
2050,S13E41,2015-11-03,Rebel Wilson
2051,S13E42,2015-11-04,"Michael Keaton, Little Mix"
2052,S13E43,2015-11-05,"Will Smith, Greyson Chance"
2053,S13E44,2015-11-06,"Drew Barrymore, Sam Smith, Martha Stewart"
2054,S13E45,2015-11-09,"Justin Bieber, Shonda Rhimes"
2055,S13E46,2015-11-10,"Rob Lowe, Justin Bieber, Kellie Pickler, Ed Sheeran, Jamie Lawson"
2056,S13E47,2015-11-11,"Seth Rogen, Justin Bieber, Leon Bridges"
2057,S13E48,2015-11-12,"Kerry Washington, Justin Bieber"
2058,S13E49,2015-11-13,"Diane Keaton, Justin Bieber"
2059,S13E50,2015-11-16,"Khloe Kardashian, Justin Bieber"
2060,S13E51,2015-11-17,"Eric Stonestreet, Harmony Zhu"
2061,S13E52,2015-11-18,One Direction
2062,S13E53,2015-11-19,Bryan Cranston
2063,S13E54,2015-11-20,"Gwen Stefani, Steve Spangler"
2064,S13E55,2015-11-23,"Day 1 of 12 Days, Sylvester Stallone"
2065,S13E56,2015-11-24,"Day 2 of 12 Days, Elizabeth Banks, Ellie Goulding"
2066,S13E57,2015-11-25,"Day 3 of 12 Days, Jamie Foxx, Michael B. Jordan"
2067,S13E58,2015-11-30,"Day 4 of 12 Days, Kylie Jenner, Ed Sheeran & Rudimental"
2068,S13E59,2015-12-01,"Day 5 of 12 Days, Wanda Sykes, Kunal Nayyar, Sia"
2069,S13E60,2015-12-02,"Day 6 of 12 Days, Anna Faris, Darby Stanchfield"
2070,S13E61,2015-12-03,"Day 7 of 12 Days, Sofia Vergara"
2071,S13E62,2015-12-04,"Day 8 of 12 Days, Usher, Coldplay"
2072,S13E63,2015-12-07,"Day 9 of 12 Days, Harrison Ford"
2073,S13E64,2015-12-08,"Day 10 of 12 Days, Samuel L. Jackson, Joshua Jackson, Chris Young"
2074,S13E65,2015-12-09,"Day 11 of 12 Days, Nick Cannon, 'Dancing with the Stars Live'!"
2075,S13E66,2015-12-10,"Day 12 of 12 Days, Kat Dennings"
2076,S13E67,2015-12-11,"Andy Samberg, America Ferrera"
2077,S13E68,2015-12-14,Idina Menzel
2078,S13E69,2015-12-15,Lupita Nyong'o
2079,S13E70,2015-12-16,Tina Fey
2080,S13E71,2015-12-17,"Daisy Ridley, Oscar Isaac, John Boyega, Dax Shepard"
2081,S13E72,2015-12-18,Beth Behrs
2082,S13E73,2015-12-21,"Steve Carell, Justin Bieber"
2083,S13E74,2016-01-05,Jennifer Lopez
2084,S13E75,2016-01-06,"Ricky Gervais, Saoirse Ronan"
2085,S13E76,2016-01-07,"Queen Latifah, Marlon Wayans"
2086,S13E77,2016-01-08,"Leonardo DiCaprio, Eva Longoria"
2087,S13E78,2016-01-11,Hillary Clinton
2088,S13E79,2016-01-12,"Kevin Hart, Kygo featuring Parson James"
2089,S13E80,2016-01-13,"Allison Janney, Charlie Puth"
2090,S13E81,2016-01-14,"LL Cool J, Aubrey Plaza"
2091,S13E82,2016-01-15,"John Krasinski, Ken Jeong, Bob Harper"
2092,S13E83,2016-01-18,Elton John
2093,S13E84,2016-01-19,"Sean Hayes, Dierks Bentley, Keke Palmer"
2094,S13E85,2016-01-20,"Zac Efron, Lauren Cohan"
2095,S13E86,2016-01-21,"Chelsea Handler, Gina Rodriguez"
2096,S13E87,2016-01-25,"Kourtney Kardashian, MUTEMATH"
2097,S13E88,2016-01-26,"Mario Lopez, 'Bachelor' Ben Higgins"
2098,S13E89,2016-01-27,"Jack Black, Olivia Munn, Bob Moses"
2099,S13E90,2016-01-28,"Channing Tatum, Troye Sivan"
2100,S13E91,2016-01-29,"Hilary Duff, Dereck & Beverly Joubert"
2101,S13E92,2016-02-01,"Hugh Jackman, Taron Egerton"
2102,S13E93,2016-02-02,"Judge Judy Sheindlin, Jacob Tremblay, Sia"
2103,S13E94,2016-02-03,"Jason Sudeikis, Tim Tebow"
2104,S13E95,2016-02-04,"George Clooney, Rihanna"
2105,S13E96,2016-02-05,"Heidi Klum, Panic! at the Disco"
2106,S13E97,2016-02-08,"Julie Bowen, Elton John"
2107,S13E98,2016-02-09,"Megan Fox, Cast of 'Fuller House'"
2108,S13E99,2016-02-10,"Ryan Seacrest, Demi Lovato"
2109,S13E100,2016-02-11,"Scott Foley, Elle King"
2110,S13E101,2016-02-12,"President Barack Obama, DNCE"
2111,S13E102,2016-02-15,"Kate Hudson, Demi Lovato, Fall Out Boy"
2112,S13E103,2016-02-16,"Ronda Rousey, Jenna Dewan Tatum, Shawn Mendes & Camila Cabello"
2113,S13E104,2016-02-17,Ryan Reynolds
2114,S13E105,2016-02-18,Adele
2115,S13E106,2016-02-19,"Rebel Wilson, Maksim & Valentin Chmerkovskiy"
2116,S13E107,2016-02-22,"David Duchovny, Brielle"
2117,S13E108,2016-02-23,"Kaley Cuoco, Miguel and Travis Scott"
2118,S13E109,2016-02-24,Kate McKinnon
2119,S13E110,2016-02-25,"Gwen Stefani, Ashley Graham"
2120,S13E111,2016-02-26,"Ray Romano, Carly Rae Jepsen"
2121,S13E112,2016-02-29,Robin Roberts
2122,S13E113,2016-03-01,Kris Jenner
2123,S13E114,2016-03-02,"Ashton Kutcher, Charles Kelley"
2124,S13E115,2016-03-03,"Zooey Deschanel, Bonnie Raitt"
2125,S13E116,2016-03-07,"Sally Field, Max Greenfield, Simone Biles, Pete Yorn"
2126,S13E117,2016-03-08,"Seth Meyers, Sarah Paulson, American Authors"
2127,S13E118,2016-03-09,"Felicity Huffman, Wendi McLendon-Covey"
2128,S13E119,2016-03-10,"Olivia Wilde, Aaron Gordon"
2129,S13E120,2016-03-14,"Kirsten Dunst, Melissa Rauch"
2130,S13E121,2016-03-15,"Steve Harvey, Gal Gadot, Rita Wilson"
2131,S13E122,2016-03-16,"Ben Affleck, Padma Lakshmi, Andrew Bird"
2132,S13E123,2016-03-17,"Beth Behrs, Marcia Clark"
2133,S13E124,2016-03-21,"Ariel Winter, Santigold"
2134,S13E125,2016-03-22,"Harrison Ford, Anthony Anderson, Novak Djokovic, Artyon Celestine"
2135,S13E126,2016-03-23,"Aaron Paul, Zendaya, Zara Larsson & MNEK"
2136,S13E127,2016-03-24,"Jessica Biel, Mireille Enos, Andra Day"
2137,S13E128,2016-04-04,"Kristen Bell, Lukas Graham"
2138,S13E129,2016-04-05,"John Travolta, Rob Delaney & Sharon Horgan"
2139,S13E130,2016-04-06,"Ice Cube, John Cena, Mike Posner"
2140,S13E131,2016-04-07,"Nicki Minaj, Brandy Clark"
2141,S13E132,2016-04-08,"Melissa McCarthy, Bob Odenkirk, Iggy Azalea"
2142,S13E133,2016-04-11,"Elizabeth Banks, Nyle DiMarco & Peta Murgatroyd"
2143,S13E134,2016-04-12,"Eric Stonestreet, Jerrod Carmichael, Fitz and The Tantrums"
2144,S13E135,2016-04-13,"Sylvester Stallone, Gabrielle Reece, Abbi Jacobson & Ilana Glazer"
2145,S13E136,2016-04-14,"Emilia Clarke, Shaquille O'Neal"
2146,S13E137,2016-04-18,"Chris Hemsworth, Jurnee Smollett-Bell, Empire of the Sun"
2147,S13E138,2016-04-19,"David Spade, Savages"
2148,S13E139,2016-04-20,"Jessica Chastain, Meghan Trainor"
2149,S13E140,2016-04-21,"Ellie Kemper, Alessia Cara"
2150,S13E141,2016-04-25,"Ellen Pompeo, Jodie Sweetin & Keo Motsepe"
2151,S13E142,2016-04-26,Tracee Ellis Ross
2152,S13E143,2016-04-27,"Kobe Bryant, will.i.am"
2153,S13E144,2016-04-28,"Julia Roberts, Brielle"
2154,S13E145,2016-04-29,Mario Lopez
2155,S13E146,2016-05-02,"Chris Evans & Elizabeth Olsen, Macey Hensley"
2156,S13E147,2016-05-03,Jane Fonda
2157,S13E148,2016-05-04,"P!nk, Kai Langer"
2158,S13E149,2016-05-05,Cameron Diaz
2159,S13E150,2016-05-06,Mila Kunis & Kristen Bell
2160,S13E151,2016-05-09,Nick Jonas
2161,S13E152,2016-05-10,"Russell Crowe, Fifth Harmony"
2162,S13E153,2016-05-11,"Wanda Sykes, Journey"
2163,S13E154,2016-05-12,"Alec Baldwin, Keith Urban"
2164,S13E155,2016-05-13,Ryan Gosling
2165,S13E156,2016-05-16,"Christina Aguilera, Bryce Dallas Howard, Kym Douglas"
2166,S13E157,2016-05-17,"Colin Farrell, Macklemore & Ryan Lewis, Bill Hader"
2167,S13E158,2016-05-18,Drake
2168,S13E159,2016-05-19,"Kanye West, Taraji P. Henson"
2169,S13E160,2016-05-20,Johnny Depp
2170,S13E161,2016-05-23,"Blake Shelton, Drew Carey"
2171,S13E162,2016-05-24,"Anne Hathaway, Steven Tyler"
2172,S13E163,2016-05-25,"The Cast of Ghostbusters, Hillary Clinton"
2173,S13E164,2016-05-26,"Jesse Tyler Ferguson, Kevin Nealon"
2174,S13E165,2016-05-31,T.J. Miller
2175,S13E166,2016-06-01,Ellen’s Favorite Moments with Macey Hensley
2176,S13E167,2016-06-02,The Best of ellentube with Tyler Oakley
2177,S13E168,2016-06-06,"Ellen's favorite staff moments, with Mario Lopez"
2178,S13E169,2016-06-07,"Ellen's favorite human interest stories, with Ellie Kemper"
2179,S13E170,2016-06-08,"The best of the Kardashians, with Khloe Kardashian"
2180,S13E171,2016-06-09,"Ellen's favorite moments with athletes, with Drew Brees"
2181,S13E172,2016-06-10,Ellen's favorite moments of Season 13
2182,S13E173,2016-06-13,"Ed O'Neill, Wendy Williams, Ibtihaj Muhammad"
2183,S13E174,2016-06-14,"Liev Schrieber, Eugene Levy"
2184,S13E175,2016-06-15,"Howie Mandel, Tayt Andersen"
2185,S13E176,2016-06-16,"Ty Burrell, Alison Sweeney"
2186,S13E177,2016-06-17,"Diane Keaton, Tig Notaro, Dan & Shay"
2187,S14E01,2016-09-06,"Channing Tatum, Simone Biles, Magic Mike Dancers"
2188,S14E02,2016-09-07,"Britney Spears, LeBron James, Aly Raisman"
2189,S14E03,2016-09-08,"Eddie Murphy, Alessia Cara"
2190,S14E04,2016-09-09,"Tom Hanks, Violet Ogea"
2191,S14E05,2016-09-12,"Celine Dion, Ryan Lochte, Cheryl Burke"
2192,S14E06,2016-09-13,"Michelle Obama, Stephen Curry, Usher"
2193,S14E07,2016-09-14,"Ariana Grande, Katie Ledecky"
2194,S14E08,2016-09-15,"Jimmy Kimmel, Scott Eastwood, Chance the Rapper w/Lil Wayne & 2 Chainz"
2195,S14E09,2016-09-16,"Seth Rogen, Carrie Underwood"
2196,S14E10,2016-09-19,"Viola Davis, Damon Wayans"
2197,S14E11,2016-09-20,"Kristen Bell, Michael Phelps, John Oliver"
2198,S14E12,2016-09-21,"Lupita Nyong'o, Sen. Tim Kaine, the Head and the Heart"
2199,S14E13,2016-09-22,"Kate Hudson, 'Hollywood Medium'"
2200,S14E14,2016-09-23,"Gwen Stefani, Tig Notaro, Calum Scott"
2201,S14E15,2016-09-26,"Lea Michele, Bill O’Reilly, X Ambassadors"
2202,S14E16,2016-09-27,"Allison Janney, Usain Bolt, Shawn Mendes, Kellie Pickler"
2203,S14E17,2016-09-28,"Kylie Bunbury, Luke Bryan"
2204,S14E18,2016-09-29,"Miley Cyrus Guest Hosts, Sarah Jessica Parker, Idina Menzel"
2205,S14E19,2016-09-30,"LL Cool J, John Turturro, Sofie Dossi"
2206,S14E20,2016-10-03,"Sean 'Diddy' Combs, Stevie Nicks, Milo Ventimiglia"
2207,S14E21,2016-10-04,"Kelly Clarkson, Chrissy Teigen"
2208,S14E22,2016-10-05,"Taylor Lautner, Tatyana McFadden, Bon Jovi"
2209,S14E23,2016-10-06,"Christian Slater, The Clairvoyants"
2210,S14E24,2016-10-07,"Kat Dennings, OneRepublic"
2211,S14E25,2016-10-10,"Hilary Duff, Laurie Hernandez & Val Chmerkovskiy, Anderson Paak"
2212,S14E26,2016-10-11,"Khloe Kardashian, the Band Perry, guest co-host Kevin Hart"
2213,S14E27,2016-10-12,"Taye Diggs, Sarah Hyland, Bastille, Violet Spataro"
2214,S14E28,2016-10-13,"Colin Farrell, Laverne Cox, John Legend"
2215,S14E29,2016-10-14,"Hillary Clinton, Bryan Cranston"
2216,S14E30,2016-10-17,"Wanda Sykes, Steve Spangler, the Band Perry"
2217,S14E31,2016-10-18,"Shia LaBeouf, Jesse Williams, Jon Dorenbos, Troye Sivan"
2218,S14E32,2016-10-19,"Tyler Perry, Lewis Hamilton, Maren Morris"
2219,S14E33,2016-10-20,"Rachel McAdams, Kym Douglas, Justin Hartley"
2220,S14E34,2016-10-21,"Garth Brooks, Robin Roberts"
2221,S14E35,2016-10-24,Zooey Deschanel
2222,S14E36,2016-10-25,"Vince Vaughn, Priyanka Chopra, Joseph"
2223,S14E37,2016-10-26,"Anna Kendrick, Martha Stewart & Snoop Dogg, Donald Glover, Niall Horan"
2224,S14E38,2016-10-27,Miley Cyrus
2225,S14E39,2016-10-28,"Ricky Gervais, Kenny Chesney, Macey Hensley"
2226,S14E40,2016-10-31,"Heidi Klum, Beth Behrs, Ariana Grande"
2227,S14E41,2016-11-01,"Ronda Rousey, Jake Gyllenhaal"
2228,S14E42,2016-11-02,"Eddie Redmayne, James More"
2229,S14E43,2016-11-03,"Adam Levine, Julianne Moore, Maroon 5"
2230,S14E44,2016-11-04,"Justin Timberlake, Gabrielle Union"
2231,S14E45,2016-11-07,"Jessica Alba, Sen. Elizabeth Warren, Brielle"
2232,S14E46,2016-11-08,"Warren Beatty, Mandy Moore"
2233,S14E47,2016-11-09,"Julie Bowen, James Charles"
2234,S14E48,2016-11-10,"Jennifer Lawrence, Chris Pratt"
2235,S14E49,2016-11-11,"Kristen Stewart, Lin-Manuel Miranda"
2236,S14E50,2016-11-14,"Diane Keaton, David Blaine, James Charles"
2237,S14E51,2016-11-15,"Dwayne Johnson, Michelle Williams, Jon Dorenbos"
2238,S14E52,2016-11-16,"Kendall & Kylie Jenner, Ricky Martin"
2239,S14E53,2016-11-17,Rob Lowe
2240,S14E54,2016-11-18,"Serena Williams, Vince Vaughn"
2241,S14E55,2016-11-21,"Day 1 of 12 Days, Emma Stone, Average Andy"
2242,S14E56,2016-11-22,"Day 2 of 12 Days, Lauren Graham, Sting"
2243,S14E57,2016-11-23,"Day 3 of 12 Days, Mariah Carey, Leah Remini, Brilliant Brielle"
2244,S14E58,2016-11-28,"Day 4 of 12 Days, Helen Mirren, James Marsden, The Weeknd"
2245,S14E59,2016-11-29,"Day 5 of 12 Days, Tracee Ellis Ross, Carrie Fisher, The Revivalists"
2246,S14E60,2016-11-30,"Day 6 of 12 Days, Jennifer Aniston, Derek Hough"
2247,S14E61,2016-12-01,"Day 7 of 12 Days, T.J. Miller, Chrissy Metz, Kane Brown"
2248,S14E62,2016-12-02,"Day 8 of 12 Days, Blake Shelton, Diego Luna"
2249,S14E63,2016-12-05,"Day 9 of 12 Days, Justin Bieber, Felicity Jones, the cast of 'Fuller House'"
2250,S14E64,2016-12-06,"Day 10 of 12 Days, Milo Ventimiglia"
2251,S14E65,2016-12-07,"Day 11 of 12 Days, Natalie Portman, Miranda Lambert"
2252,S14E66,2016-12-08,"Day 12 of 12 Days, Will Smith, OneRepublic"
2253,S14E67,2016-12-09,"Ryan Gosling, Olivia Munn, Macklemore"
2254,S14E68,2016-12-12,"Matthew Perry, Amy Schumer"
2255,S14E69,2016-12-13,"Reese Witherspoon, Joshua Jackson, Green Day"
2256,S14E70,2016-12-14,"Matthew McConaughey, Kings of Leon"
2257,S14E71,2016-12-15,"Rosemarie DeWitt, Alicia Keys"
2258,S14E72,2016-12-16,"Jim Parsons, Cass McCombs, Sabre Norris"
2259,S14E73,2017-01-03,"Ted Danson, Kaitlin Olson"
2260,S14E74,2017-01-04,"Jamie Foxx, Connie Britton"
2261,S14E75,2017-01-05,"Jimmy Fallon, Janelle Monae, Pharrell Williams"
2262,S14E76,2017-01-06,"Mark Wahlberg, Dev Patel"
2263,S14E77,2017-01-09,"Jessica Biel, Millie Bobby Brown"
2264,S14E78,2017-01-10,"Ben Affleck, Ruby Rose, Shaping Sound Dance Company"
2265,S14E79,2017-01-11,"Mark Wahlberg, Octavia Spencer, Billy Eichner"
2266,S14E80,2017-01-12,"Howie Mandel, Laurie Hernandez"
2267,S14E81,2017-01-13,"Adam Devine, Chris Harrison"
2268,S14E82,2017-01-16,"Nick Cannon, Rae Sremmurd"
2269,S14E83,2017-01-17,"Kerry Washington, Corey Hawkins, Ski Lift Rescue"
2270,S14E84,2017-01-18,"Matt LeBlanc, Deepika Padukone"
2271,S14E85,2017-01-19,Tony Goldwyn
2272,S14E86,2017-01-20,"Annette Bening, Ken Jong, Old Dominion"
2273,S14E87,2017-01-23,"Dennis Quaid, Katie Couric, James TW"
2274,S14E88,2017-01-24,"Aaron Paul, Lady Antebellum"
2275,S14E89,2017-01-25,"Ed O'Neill, Maura Tierney"
2276,S14E90,2017-01-26,"Kristen Bell, Dax Shepard, Anderson .Paak"
2277,S14E91,2017-01-27,"Beth Behrs, the Growlers"
2278,S14E92,2017-01-30,"Timothy Olyphant, Mario Lopez, Camila Cabello, Machine Gun Kelly"
2279,S14E93,2017-01-31,Jamie Dornan
2280,S14E94,2017-02-01,Wanda Sykes
2281,S14E95,2017-02-02,Drew Barrymore
2282,S14E96,2017-02-03,Ice Cube
2283,S14E97,2017-02-06,Sofia Vergara
2284,S14E98,2017-02-07,"Tracy Morgan, Vanessa Hudgens, Jon Dorenbos, Zara Larsson & Ty Dolla $ign"
2285,S14E99,2017-02-08,"Jesse Tyler Ferguson, James Corden, Panic! at the Disco"
2286,S14E100,2017-02-09,"Nicole Kidman, Mahershala Ali"
2287,S14E101,2017-02-10,"Tim McGraw, Faith Hill, Gigi Hadid"
2288,S14E102,2017-02-13,"Khloe Kardashian, Lin-Manuel Miranda"
2289,S14E103,2017-02-14,"Nick Viall, Charlie Day, Ed Sheeran"
2290,S14E104,2017-02-15,"Adam Levine, Maroon 5"
2291,S14E105,2017-02-16,"Matt Damon, Yung Hunnid"
2292,S14E106,2017-02-17,Kate Hudson
2293,S14E107,2017-02-20,"Kris Jenner, Macey Hensley, Migos"
2294,S14E108,2017-02-21,Jennifer Lopez
2295,S14E109,2017-02-22,Demi Lovato
2296,S14E110,2017-02-23,Jimmy Kimmel
2297,S14E111,2017-02-24,"Ryan Seacrest, John Mayer, Rachel Lindsay"
2298,S14E112,2017-02-27,Samuel L. Jackson
2299,S14E113,2017-02-28,"David Spade, Claire & Dave Crosby"
2300,S14E114,2017-03-01,"Scott Foley, Little Big Town, Tavaris"
2301,S14E115,2017-03-02,"George W. Bush, Lily Collins, Future"
2302,S14E116,2017-03-03,"Emma Watson, Rascal Flatts"
2303,S14E117,2017-03-13,"Minnie Driver, Luke Evans, Noah Cyrus with Labrinth"
2304,S14E118,2017-03-14,"Dax Shepard, Ryan Leaf, Rag'n'Bone Man"
2305,S14E119,2017-03-15,"Mindy Kaling, Michael Pena"
2306,S14E120,2017-03-16,"Felicity Huffman, Lea Michele"
2307,S14E121,2017-03-17,"Kristen Bell, Dan Bucatinsky"
2308,S14E122,2017-03-20,"Jane Fonda, Asia Kate Dillon"
2309,S14E123,2017-03-21,"Claire Danes, Andy Puddicombe, Alison Krauss"
2310,S14E124,2017-03-22,Lena Dunham
2311,S14E125,2017-03-23,Ellen Pompeo
2312,S14E126,2017-03-24,"Melissa McCarthy, Ben Falcone, Rachel Ramras, Hugh Davidson, Larry Dorf, RaeLynn"
2313,S14E127,2017-04-03,"Chris Evans, McKenna Grace, Lewis Howes"
2314,S14E128,2017-04-04,"Eric Stonestreet, Khalid"
2315,S14E129,2017-04-05,"Zach Braff, Demi Lovato, Demarjay Smith, Ed Sheeran"
2316,S14E130,2017-04-06,"Jason Sudeikis, Anne Hathaway"
2317,S14E131,2017-04-07,"Adam Sandler, Meghan Trainor"
2318,S14E132,2017-04-10,"Justin Theroux, 'DWTS' – Erika Jayne"
2319,S14E133,2017-04-11,"Chelsea Handler, Ludacris"
2320,S14E134,2017-04-12,"Charlize Theron, Jeff Garlin"
2321,S14E135,2017-04-13,"Chris Hardwick, Kunal Nayyar, 'Pretty Little Liars' Cast"
2322,S14E136,2017-04-14,"Rob Lowe and his sons Matthew and John Owen, Maddie Ziegler"
2323,S14E137,2017-04-17,"Simone Biles, 'Little Big Shots' – Reuben de Maid, John Mayer"
2324,S14E138,2017-04-18,"Carson Daly, Rob Delaney, Spoon"
2325,S14E139,2017-04-19,"Magic Johnson, Nicole Richie, Travis Scott"
2326,S14E140,2017-04-20,"Tracee Ellis Ross, 'DWTS' – David Ross"
2327,S14E141,2017-04-21,"Jessica Lange, Gina Rodriguez"
2328,S14E142,2017-04-24,"Jennifer Lopez, Sheryl Sandberg, Warpaint"
2329,S14E143,2017-04-25,"Vin Diesel, Jenna Dewan-Tatum"
2330,S14E144,2017-04-26,"Salma Hayek, Jennifer Hudson"
2331,S14E145,2017-04-27,Kim Kardashian West
2332,S14E146,2017-04-28,"The 'Puppy Episode' 20th Anniversary Show w/Oprah Winfrey, Laura Dern"
2333,S14E147,2017-05-01,"Ashton Kutcher, Katherine Langford, Dylan Minnette"
2334,S14E148,2017-05-02,"Wanda Sykes, Demarjay Smith"
2335,S14E149,2017-05-03,"Alec Baldwin, Taylor Schilling"
2336,S14E150,2017-05-04,"Matt Lauer, Macey Hensley"
2337,S14E151,2017-05-05,"Bradley Cooper, Kym Douglas"
2338,S14E152,2017-05-08,"Colin Farrell, Normani Kordei & Val Chmerkovskiy"
2339,S14E153,2017-05-09,"Nicole Kidman, Giada De Laurentiis"
2340,S14E154,2017-05-10,"Julia Louis-Dreyfus, Tom Holland"
2341,S14E155,2017-05-11,"Amy Schumer, Goldie Hawn"
2342,S14E156,2017-05-12,Chris Pratt
2343,S14E157,2017-05-15,"Will Ferrell, Amy Poehler, Mariska Hargitay"
2344,S14E158,2017-05-16,Katy Perry
2345,S14E159,2017-05-17,Reese Witherspoon
2346,S14E160,2017-05-18,"Johnny Depp, Niall Horan"
2347,S14E161,2017-05-19,"Julia Roberts, Richard Curtis"
2348,S14E162,2017-05-22,Jessica Simpson
2349,S14E163,2017-05-23,"Nicki Minaj, Robin Wright"
2350,S14E164,2017-05-24,"Michael Keaton, Andy Cohen"
2351,S14E165,2017-05-25,Howie Mandel
2352,S14E166,2017-05-26,Funniest Moments of Season 14
2353,S14E167,2017-05-30,Two for Tuesday
2354,S14E168,2017-05-31,Favorite Kids of Season 14
2355,S14E169,2017-06-01,Biggest Stars of Season 14
2356,S14E170,2017-06-02,Inspiring Stories from Season 14
2357,S14E171,2017-06-05,Josh Duhamel
2358,S14E172,2017-06-06,"Kerry Washington, Scott Speedman, Florida Georgia Line, Backstreet Boys"
2359,S14E173,2017-06-07,"Mark Wahlberg, Judd Apatow, Daniel Fernandez"
2360,S14E174,2017-06-08,"Owen Wilson, Curtis Stone, Sofie Dossi, Michael Scruggs"
2361,S14E175,2017-06-09,"Liev Schreiber, Brett Eldredge"
2362,S15E01,2017-09-05,"Mark Wahlberg, Will Ferrell, Marcus Martin & Marissa Blair"
2363,S15E02,2017-09-06,"Reese Witherspoon, P!nk"
2364,S15E03,2017-09-07,"Miley Cyrus, J.J. Watt, Susan Bro"
2365,S15E04,2017-09-08,"Halle Berry, Ryan Adams"
2366,S15E05,2017-09-11,"Queen Latifah, “Bachelor in Paradise” contestants, Portugal. The Man, Luke Chacko"
2367,S15E06,2017-09-12,"Heidi Klum, Billie Lourd, Billy & Emily England, Chris & TunDe Reunion"
2368,S15E07,2017-09-13,"Alec Baldwin, Tig Notaro, Harry Mack"
2369,S15E08,2017-09-14,"Jessica Biel, Kym Douglas, Lonzo & LaVar Ball, Daeung “Bigman” Yun, Luis Fonsi"
2370,S15E09,2017-09-15,"Channing Tatum, Kyle MacLachlan"
2371,S15E10,2017-09-18,"Justin Theroux, Drew Carey, Grace VanderWaal"
2372,S15E11,2017-09-19,"Sarah Paulson, Nick Jonas, Alex Knoll"
2373,S15E12,2017-09-20,"Megyn Kelly, Russell Westbrook, Logic and Alessia Cara, Allyssa Beird"
2374,S15E13,2017-09-21,"Judi Dench, Imagine Dragons, Marion Crampe"
2375,S15E14,2017-09-22,"Jake Gyllenhaal, Kesha, Darci Lynne, Logan & Laila Ireland"
2376,S15E15,2017-09-25,"Mandy Moore, Sterling K. Brown, Milo Ventimiglia, Macklemore & Kesha, The Luxury Brothers"
2377,S15E16,2017-09-26,"Jane Fonda, Taye Diggs, Bleachers"
2378,S15E17,2017-09-27,"Eric Stonestreet, Whitney Cummings, Kelsea Ballerini, Brandi Smith"
